Date Time, CO(ppm), NO2(ppm), O3(ppm),timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
2021-12-02 11:49:00,0,,,1638425973358,31.29,49.094,945.901,136,-2716,279,1289,332,589,0,76.212,69.405,78.493,78.949,479.925,549.492,553.724,554.528,554.728,0.589,-0.016,0,0.016,65280,0,256,55.46,48.558,68.789,0,0,4113,97,30,30,30,30,30,30,30,30,120,30,30,1,1,1638425978147,17.445,78.351,6.2,198.352,10.285,280.944,0.198,0.768,15.121,154.1,21.034,52.586,18.291,45.727,0
2021-12-02 11:50:00,0,,,1638426020559.5,31.485,45.052,945.77,77,-1538.5,273,1264,255,572,0,81.232,73.49,84.08,84.649,506.918,581.244,586.285,587.251,587.478,0.61,0.04,-0.008,-0.024,640,32640,32384,61.36,51.775,74.388,0,0,4115,96,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426021546.5,17.445,78.351,2,189.524,7.778,178.552,0.19,0.691,14.457,151.45,22.42,56.05,19.496,48.739,0
2021-12-02 11:51:00,0,,,1638426083013.5,31.71,44.309,945.812,52.5,-1051.5,268,1251,197.5,558,0,65.53,59.76,67.42,67.798,413.449,473.235,476.783,477.456,477.625,0.591,-0.024,-0.024,-0.064,65152,32384,64512,64.125,50.195,78.833,0,0,4106,96,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426084008,17.445,78.351,1.8,184.694,5.931,135.94,0.185,0.55,12.751,129.95,18.086,45.215,15.727,39.318,0
2021-12-02 11:52:00,0,,,1638426145134.5,31.67,42.259,945.853,17,-330,269.5,1260.5,182,547.5,0,79.606,72.847,81.687,82.104,504.644,577.181,581.217,581.979,582.178,0.59,-0.024,-0.008,0.008,65152,32640,32896,54.792,49.795,66.126,0,0,4110,96,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426145573,17.445,78.351,1.55,183.918,5.412,74.398,0.184,0.585,14.057,151.15,21.971,54.928,19.105,47.763,0
2021-12-02 11:53:00,0,,,1638426206841.5,31.43,42.104,945.774,12.5,-247.5,284,1298.5,276,576.5,0,76.028,69.749,77.865,78.233,483.634,552.847,556.509,557.198,557.382,0.612,-0.016,-0.008,0.08,32512,32640,1280,53.312,48.232,62.984,0,0,4118,96,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426207282,17.445,78.351,1.7,195.486,8.418,66.709,0.195,0.703,15.476,149.25,20.984,52.459,18.247,45.617,0
2021-12-02 11:54:00,0,,,1638426268936.5,31.375,42.025,945.771,7.5,-154,292,1316,285.5,585.5,0,68.857,62.676,70.945,71.363,433.315,496.181,500.038,500.772,500.953,0.6,-0.04,-0.016,0.064,64896,65280,1024,54.988,49.763,67.311,0,0,4107,96,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426269371.5,17.445,78.351,1.55,201.84,8.721,58.06,0.202,0.692,15.461,136.7,19.005,47.512,16.526,41.314,0
2021-12-02 11:55:00,0,,,1638426330858,31.395,42.501,945.672,26.5,-533.5,280,1287,208.5,561,0,73.937,67.34,76.144,76.585,465.669,533.157,537.254,538.033,538.227,0.626,-0.072,0.032,-0.064,31616,33280,31744,58.302,49.734,69.78,0,0,4113,96,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426331278,17.445,78.351,2.1,192.686,6.262,91.014,0.193,0.603,13.783,146.8,20.407,51.016,17.745,44.362,0
2021-12-02 11:56:00,0,,,1638426408457,31.52,46.475,945.613,76,-1520,298,1331,510,644,0,76.056,69.973,77.726,78.06,485.692,554.86,558.308,558.953,559.132,0.571,-0.112,0.032,0,63744,512,0,60.835,52.391,68.705,0,0,4097,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426408878,17.445,78.351,1.9,210.91,15.953,176.765,0.211,0.938,17.176,151,20.992,52.479,18.254,45.634,0
2021-12-02 11:57:00,0,,,1638426454930.5,31.85,45.713,945.692,17.5,-349.5,281,1288.5,287,583,0,73.227,67.101,75.064,75.431,465.069,531.761,535.374,536.055,536.235,0.595,0,0,-0.024,32768,0,32384,60.268,49.368,69.302,0,0,4101,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426455369,17.445,78.351,1.75,196.406,8.81,75.096,0.196,0.713,15.325,145.5,20.211,50.526,17.574,43.936,0
2021-12-02 11:58:00,0,,,1638426516591.5,32.27,45.919,945.589,76.5,-1532,294,1323,414,618.5,0,73.911,67.669,75.816,76.197,468.855,536.192,539.904,540.604,540.787,0.583,-0.08,-0.12,-0.08,64256,63616,64256,59.573,48.95,75.422,0,0,4088,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426517028.5,17.445,78.351,2.05,206.823,12.878,177.281,0.207,0.853,16.224,149.4,20.4,50.999,17.739,44.347,0
2021-12-02 11:59:00,0,,,1638426578793,32.62,44.714,945.607,79.5,-1578.5,298.5,1343.5,446,623,0,74.448,68.263,76.278,76.645,473.235,541.023,544.649,545.331,545.513,0.608,0.008,0,0.032,128,0,512,62.583,50.227,72.762,0,0,4096.5,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426579215.5,17.445,78.351,3.65,209.092,13.891,182.346,0.209,0.889,16.505,147.8,20.548,51.369,17.867,44.669,0
2021-12-02 12:00:00,0,,,1638426640814.5,32.78,42.868,945.611,9,-177.5,367.5,1527,648,681.5,0,66.341,59.921,68.751,69.233,413.064,473.801,478.025,478.835,479.024,0.617,-0.008,-0.016,-0.024,32640,32512,65152,65.711,57.944,75.053,0,0,4096.5,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426641230.5,17.445,78.351,4.5,262.468,20.336,59.959,0.262,1.02,9.474,131.7,18.31,45.775,15.922,39.805,0
2021-12-02 12:01:00,0,,,1638426702870.5,32.58,42.733,945.612,29.5,-587,393.5,1598.5,710.5,699,0,69.199,62.792,71.463,71.916,433.62,496.867,500.955,501.736,501.924,0.607,0,-0.016,0,32768,32512,32768,67.44,64.46,76.577,0,0,4092,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426703487,17.445,78.351,2.65,283.246,22.333,95.638,0.283,1.075,18.869,137.4,19.099,47.747,16.608,41.519,0
2021-12-02 12:02:00,0,,,1638426764340,32.61,42.333,945.579,35.5,-701.5,358,1507,569.5,657,0,65.323,60.064,66.785,67.078,416.825,476.243,479.242,479.803,479.958,0.605,0,-0.008,0.04,0,32640,640,65.889,61.492,73.087,0,0,4097.5,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426765073,17.446,78.351,2.8,254.42,17.817,106.046,0.254,0.942,17.361,129.6,18.029,45.073,15.677,39.194,0
2021-12-02 12:03:00,0,,,1638426810599,32.69,41.203,945.628,44,-875,306,1353,328,596,0,69.36,62.997,71.58,72.024,435.184,498.558,502.592,503.361,503.548,0.585,0.032,0.064,-0.016,512,1024,65280,73.09,63.705,81.878,0,0,4096,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426811563,17.446,78.351,2.4,211.648,10.077,120.786,0.212,0.754,15.256,137.8,19.143,47.858,16.646,41.616,0
2021-12-02 12:04:00,0.09,,,1638426857349,32.56,40.667,945.769,34,-683.5,310,1364.5,371,609.5,0,68.731,62.941,70.49,70.842,446.351,498.75,502.185,502.833,503.003,0.596,0.04,0.016,0.016,33408,256,33024,67.192,64.187,72.119,0,0,4090.5,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426858343,17.446,78.351,1.1,214.388,11.447,103.507,0.214,0.794,15.843,136.5,18.97,47.424,16.495,41.239,0
2021-12-02 12:05:00,0,,,1638426919255,32.425,39.948,945.759,26.5,-525,298.5,1335,317.5,587,0,70.383,64.807,71.883,72.182,449.969,513.958,517.091,517.676,517.84,0.582,0,0.008,0.112,0,128,1792,64.822,63.768,67.335,0,0,4084,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426920232.5,17.446,78.351,1.35,204.543,9.727,90.573,0.205,0.743,15.387,139.8,19.426,48.564,16.892,42.23,0
2021-12-02 12:06:00,0.63,,,1638426981556.5,32.345,39.912,945.688,38.5,-767.5,293.5,1323.5,283.5,582.5,0,71.055,65.022,72.914,73.286,450.434,515.18,518.783,519.464,519.641,0.617,0.016,-0.016,0.016,33024,32512,256,65.236,63.18,70.44,0,0,4085.5,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638426982527.5,17.446,78.351,1.5,200.54,8.638,111.439,0.201,0.705,14.799,141.1,19.611,49.028,17.053,42.633,0
2021-12-02 12:07:00,3.1,,,1638427043278.5,32.31,40.158,945.752,77,-1537,307,1367,313.5,586.5,0,69.775,63.254,72.111,72.578,436.646,500.442,504.632,505.433,505.624,0.634,0.008,-0.032,0.016,32896,32256,33024,68.295,62.504,75.173,0,0,4091,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427044263,17.446,78.351,1.65,211.605,9.6,178.267,0.212,0.732,14.857,141.85,19.258,48.145,16.746,41.865,0
2021-12-02 12:08:00,4.26,,,1638427105286,32.24,39.878,945.13,49,-976,320,1391.5,197.5,557.5,0,84.619,76.233,87.862,88.51,524.996,602.539,608.142,609.22,609.466,0.611,0.04,-0.032,-0.12,640,32256,30848,78.575,71.356,82.33,0,0,4097.5,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427106283,17.449,78.348,2,221.773,5.885,129.714,0.222,0.626,13.788,151.25,23.355,58.387,20.309,50.772,0
2021-12-02 12:09:00,4.61,,,1638427167733.5,32.165,39.543,944.891,53,-1054.5,286,1303.5,92.5,529,0,83.037,75.438,85.678,86.206,521.177,597.04,601.849,602.766,602.989,0.605,-0.024,-0.048,-0.056,32384,64768,31872,76.792,72.307,80.641,0,0,4087.5,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427168383,17.452,78.344,2.65,194.258,2.521,136.7,0.194,0.425,11.063,151.2,22.918,57.295,19.929,49.822,0
2021-12-02 12:10:00,5.27,,,1638427229417.5,32.08,39.688,945.45,60,-1195.5,286.5,1306,97.5,521.5,0,79.868,72.953,82.071,82.512,505.029,577.854,582.05,582.844,583.047,0.596,-0.032,-0.032,0.064,32256,65024,1024,75.848,70.939,79.311,0,0,4083.5,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427230355.5,17.456,78.34,2.8,194.838,2.682,148.887,0.195,0.42,10.888,151.1,22.044,55.109,19.168,47.921,0
2021-12-02 12:11:00,3.24,,,1638427291543.5,31.79,40.052,946.179,56.5,-1127,307,1362,87,522.5,0,79.132,72.713,80.945,81.308,504.482,576.479,580.164,580.855,581.044,0.602,-0.04,0.048,-0.072,64896,768,64384,75.859,71.91,79.02,0,0,4085.5,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427292905.5,17.461,78.337,2.3,211.74,2.349,142.945,0.212,0.401,10.698,151.1,21.84,54.601,18.992,47.479,0
2021-12-02 12:12:00,1.8,,,1638427353363.5,31.545,40.358,946.839,82,-1644.5,291.5,1311.5,69.5,519.5,0,74.117,67.391,76.427,76.889,465.724,533.418,537.65,538.456,538.654,0.607,0.048,-0.016,-0.064,768,32512,31744,76.016,70.326,83.932,0,0,4076.5,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427354311,17.465,78.334,2.7,199.739,1.791,187.312,0.2,0.326,9.29,149.55,20.456,51.141,17.788,44.47,0
2021-12-02 12:13:00,1.02,,,1638427415473,31.425,40.846,948.033,69,-1379.5,293,1318.5,55,510,0,75.234,68.81,77.233,77.632,476.577,545.144,548.998,549.727,549.915,0.6,-0.008,0.008,0.08,32640,32896,1280,75.861,71.356,83.635,0,0,4086,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427416438.5,17.469,78.331,2.8,201.47,1.332,164.797,0.201,0.294,8.862,149.45,20.764,51.911,18.056,45.14,0
2021-12-02 12:14:00,0.04,,,1638427477798,31.455,40.896,948.715,77,-1537,313,1374,80,523.5,0,76.635,70.896,77.981,78.251,493.107,562.659,565.705,566.268,566.437,0.587,-0.056,-0.016,-0.08,64640,32512,64256,76.016,72.551,80.96,0,0,4085.5,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427478540,17.474,78.327,3.15,217.519,2.133,178.666,0.218,0.378,10.276,151.1,21.151,52.878,18.392,45.981,0
2021-12-02 12:15:00,0,,,1638427539729.5,31.55,40.595,948.528,86,-1717,302,1347,60,520,0,74.316,67.406,76.774,77.266,465.401,533.337,537.76,538.606,538.809,0.617,-0.016,-0.04,-0.016,32512,64896,65280,77.926,72.392,83.826,0,0,4084,93.5,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427540665.5,17.478,78.324,4.25,208.375,1.49,194.246,0.208,0.315,9.204,151.4,20.511,51.278,17.836,44.59,0
2021-12-02 12:16:00,0,,,1638427602134.5,31.7,40.542,948.823,118,-2352,283,1291,42.5,513,0,76.614,70.019,78.695,79.111,484.821,554.665,558.647,559.401,559.594,0.6,0.04,-0.12,-0.376,640,30848,59520,76.868,71.541,82.309,0,0,4073.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427602578.5,17.479,78.32,2.75,193.041,1.033,249.71,0.193,0.189,5.059,153.15,21.145,52.864,18.387,45.968,0
2021-12-02 12:17:00,0,,,1638427663671.5,31.9,40.383,949.362,86.5,-1724,302.5,1351,115.5,527.5,0,76.109,69.833,77.94,78.306,484.244,553.527,557.182,557.869,558.054,0.59,-0.04,-0.024,0.096,64896,32384,34304,75.558,70.199,81.228,0,0,4079.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427664378,17.48,78.316,2.25,208.408,3.265,194.948,0.208,0.46,11.394,151.4,21.006,52.515,18.266,45.665,0
2021-12-02 12:18:00,0,,,1638427709894,32.13,39.802,949.75,77,-1545,319,1398,25,504,0,84.256,77.895,85.782,86.087,541.651,618.139,621.545,622.176,622.363,0.586,0.032,-0.016,0.096,512,65280,1536,76.419,71.643,79.737,0,0,4077,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427710982,17.48,78.312,2.4,220.949,0.364,178.363,0.221,0.179,6.724,151.3,23.255,58.137,20.221,50.554,0
2021-12-02 12:19:00,0,,,1638427756304.5,32.44,39.408,948.744,112,-2227.5,317.5,1394,98,527,0,76.224,70.86,78.983,79.538,489.605,560.836,565.328,566.185,566.394,0.625,-0.04,0.024,-0.032,64768,33024,32256,75.868,68.744,80.297,0,0,4076,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427757383,17.482,78.311,2,219.222,2.697,238.964,0.219,0.428,10.823,152.8,21.038,52.595,18.294,45.735,0
2021-12-02 12:20:00,3.16,,,1638427818827.5,33.265,38.332,949.935,82.5,-1652.5,315,1383.5,142.5,542.5,0,74.109,67.548,76.278,76.712,467.235,534.861,538.913,539.682,539.875,0.604,-0.024,0.016,0.008,65152,256,128,75.243,69.655,80.227,0,0,4070.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427819717,17.487,78.313,1.95,215.796,4.113,187.391,0.216,0.519,12.094,151.4,20.454,51.135,17.786,44.465,0
2021-12-02 12:21:00,4.11,,,1638427880788.5,33.685,37.146,950.498,54,-1075,330,1428.5,142,540,0,77.975,71.038,80.286,80.748,491.289,562.456,566.755,567.572,567.776,0.633,-0.04,-0.104,0.176,64896,63872,2816,76.685,70.11,82.524,0,0,4074.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427881642.5,17.491,78.314,2.15,226.459,4.086,137.753,0.226,0.527,12.309,150.25,21.521,53.803,18.714,46.785,0
2021-12-02 12:22:00,4.33,,,1638427942972.5,33.7,36.908,950.713,59,-1180.5,340,1453.5,180,550,0,83.895,75.964,86.781,87.358,524.147,600.886,606.022,607.005,607.238,0.604,0.008,-0.008,0.032,32896,32640,512,74.082,69.318,79.62,0,0,4070.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638427943478.5,17.494,78.316,1.8,234.227,5.299,146.429,0.234,0.6,13.196,151.2,23.155,57.887,20.135,50.337,0
2021-12-02 12:23:00,1.75,,,1638428005121,33.61,37.262,950.764,68.5,-1362,369,1536.5,275,577,0,96.959,89.936,98.46,98.76,626.141,714.053,717.648,718.307,718.514,0.546,-0.008,-0.024,-0.08,32640,32384,64256,73.629,67.825,79.671,0,0,4072.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428005570,17.495,78.316,1.3,257.833,8.343,162.952,0.258,0.779,15.317,151.6,26.761,66.902,23.27,58.175,0
2021-12-02 12:24:00,0.6,,,1638428067135.5,33.535,37.499,950.764,61.5,-1226,366,1529.5,258.5,576,0,85.583,80.095,86.299,86.443,559.433,636.772,639.169,639.593,639.755,0.584,0.064,0.064,0.144,1024,1024,2304,73.401,70.234,76.208,0,0,4068.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428067582,17.495,78.317,1.2,255.696,7.817,150.834,0.256,0.727,14.75,151.25,23.621,59.052,20.54,51.35,0
2021-12-02 12:25:00,0,,,1638428129246,33.47,37.263,950.419,56.5,-1128,442.5,1739,331.5,597.5,0,121.944,115.089,122.14,122.179,806.284,916.133,918.495,918.885,919.087,0.514,-0.048,-0.024,0,64768,65152,32768,77.062,72.5,80.139,0,0,4073.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428129699,17.495,78.321,1.45,316.747,10.15,142.194,0.317,0.91,16.888,152.4,33.657,84.142,29.267,73.167,0
2021-12-02 12:26:00,1.56,,,1638428191041.5,33.355,37.375,950.101,63.5,-1261.5,451,1762.5,369.5,605.5,0,204.645,193.524,204.645,204.645,1356.735,1540.942,1544.488,1545.056,1545.384,0.474,-0.016,0.008,0.072,65280,32896,1152,78.423,74.011,84.094,0,0,4068.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428191482.5,17.495,78.326,1.55,323.714,11.367,154.396,0.324,1.118,18.937,154.9,56.482,141.205,49.115,122.787,0
2021-12-02 12:27:00,0,,,1638428253260.5,33.34,37.3,949.684,47.5,-946,366,1529,176,552,0,96.554,90.687,97.085,97.191,634.233,721.37,723.72,724.126,724.299,0.558,-0.024,-0.016,0.056,65152,32512,896,77.135,72.444,83.096,0,0,4071.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428253694.5,17.495,78.33,1.8,255.592,5.174,126.637,0.256,0.626,13.712,151.6,26.649,66.622,23.173,57.933,0
2021-12-02 12:28:00,0,,,1638428315081.5,33.49,36.806,949.515,54.5,-1095.5,380.5,1568,205,556.5,0,89.166,83.282,90.055,90.233,581.269,661.907,664.586,665.065,665.238,0.555,-0.024,-0.008,0.032,65152,32640,512,75.249,67.455,81.843,0,0,4061,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428315492.5,17.496,78.334,1.95,266.651,6.097,138.724,0.267,0.658,14.07,151.35,24.61,61.524,21.4,53.499,0
2021-12-02 12:29:00,0,,,1638428377190,33.585,36.264,949.33,33,-655,346,1469.5,91,526,0,77.717,72.264,78.769,78.98,503.553,573.955,576.644,577.133,577.294,0.555,-0.056,0.008,-0.024,64640,128,65152,76.92,73.338,80.422,0,0,4060,92.5,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428377598,17.495,78.339,1.7,238.457,2.444,101.377,0.238,0.417,11.031,149.85,21.45,53.625,18.652,46.63,0
2021-12-02 12:30:00,0,,,1638428439293,33.62,36.273,949.15,82,-1640,393,1602,149.5,541,0,79.532,73.655,80.864,81.13,512.491,584.645,587.721,588.288,588.461,0.573,-0.008,-0.008,-0.008,32640,32640,32640,76.829,72.262,80.192,0,0,4062.5,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428439759,17.495,78.344,1.6,276.081,4.316,186.4,0.276,0.544,12.404,151.35,21.951,54.877,19.088,47.719,0
2021-12-02 12:31:00,0,,,1638428501212,33.805,35.81,948.121,79.5,-1585.5,366.5,1524.5,105,534,0,84.469,78.573,85.586,85.81,547.595,624.101,626.99,627.515,627.689,0.556,0,-0.072,0,32768,64384,32768,77.602,73.308,80.655,0,0,4065.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428501687,17.494,78.349,1.7,254.328,2.888,181.982,0.254,0.46,11.259,151.25,23.313,58.284,20.273,50.681,0
2021-12-02 12:32:00,2.74,,,1638428563221,34.035,35.719,948.136,114,-2271,350,1483,158.5,541.5,0,89.431,83.401,90.432,90.632,581.78,662.704,665.531,666.039,666.217,0.58,-0.016,-0.024,-0.064,32512,32384,64512,72.938,70.176,76.54,0,0,4060.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428563629,17.494,78.351,1,240.923,4.6,241.747,0.241,0.574,12.594,152.9,24.683,61.707,21.463,53.658,0
2021-12-02 12:33:00,3.7,,,1638428609535,34.34,35.895,948.168,134,-2677,362,1511,232,563,0,85.824,79.849,86.946,87.17,556.526,634.254,637.172,637.702,637.878,0.582,0.032,-0.048,-0.08,512,64768,64256,68.884,67.622,70.777,0,0,4068,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428609923,17.494,78.351,1.7,250.563,6.955,276.304,0.251,0.699,14.021,153.9,23.687,59.218,20.598,51.494,0
2021-12-02 12:34:00,4.41,,,1638428656238.5,34.595,35.076,947.959,79,-1582.5,385,1577.5,253,568,0,90.613,84.218,91.872,92.124,547.675,668.856,672.032,672.611,672.799,0.587,0.048,-0.048,-0.128,33536,64768,63488,75.532,70.416,81.016,0,0,4066,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428657511.5,17.492,78.353,1.9,268.065,7.619,180.747,0.268,0.735,14.622,151.75,25.009,62.523,21.747,54.368,0
2021-12-02 12:35:00,3.01,,,1638428718339,34.595,34.702,946.829,45,-899.5,374.5,1548.5,203,552.5,0,87.216,80.708,88.73,89.033,561.41,640.557,644,644.635,644.827,0.605,-0.016,0.04,-0.088,32512,640,64128,77.482,72.052,82.396,0,0,4068,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428718742.5,17.488,78.356,1.9,259.294,6.015,121.749,0.259,0.657,13.946,151.3,24.072,60.179,20.932,52.33,0
2021-12-02 12:36:00,3.06,,,1638428780535,34.42,34.536,946.178,66.5,-1327.5,377,1557.5,156.5,538.5,0,82.627,76.259,84.234,84.555,529.948,605.004,608.486,609.133,609.32,0.61,-0.016,-0.016,0.12,65280,32512,1920,77.366,69.833,81.461,0,0,4059.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428780827,17.485,78.36,2.65,261.214,4.525,159.151,0.261,0.555,12.466,151.2,22.805,57.013,19.83,49.576,0
2021-12-02 12:37:00,4.39,,,1638428842313,34.23,34.729,945.882,76.5,-1519.5,347.5,1472.5,115.5,534.5,0,91.206,83.067,93.931,94.476,574.415,657.667,662.723,663.685,663.924,0.624,0.016,0,0.008,256,32768,32896,77.354,72.65,81.576,0,0,4068.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428842669,17.48,78.361,1.9,237.869,3.214,176.594,0.238,0.503,11.857,151.45,25.173,62.932,21.89,54.724,0
2021-12-02 12:38:00,4.91,,,1638428904044.5,34.06,34.993,945.169,73.5,-1471,447.5,1751,380,605,0,81.231,74.693,83.049,83.412,518.351,592.24,595.967,596.665,596.857,0.6,0.032,-0.008,-0.072,512,32640,64384,77.164,73.676,80.99,0,0,4063.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428904564.5,17.476,78.363,3.05,318.27,11.68,171.464,0.318,0.857,16.008,151.15,22.42,56.049,19.495,48.739,0
2021-12-02 12:39:00,1.59,,,1638428965890.5,33.915,35.342,945.329,100.5,-2009.5,358,1500,205,561,0,79.06,73.039,80.537,80.832,507.751,579.542,582.795,583.398,583.576,0.582,-0.024,0.016,-0.024,32384,256,32384,75.918,70.343,80.284,0,0,4058.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638428966898,17.471,78.365,2,247.017,6.083,218.385,0.247,0.637,13.446,152.15,21.821,54.552,18.975,47.436,0
2021-12-02 12:40:00,0,,,1638429028485,33.795,35.473,945.384,89,-1773,325,1413.5,56.5,519.5,0,73.602,67.931,75.033,75.32,472.071,538.93,542.031,542.607,542.774,0.574,0.032,-0.048,0.056,512,32000,896,76.898,72.653,80.359,0,0,4063.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638429028787.5,17.467,78.367,2.45,220.777,1.332,198.482,0.221,0.312,9.006,151.55,20.314,50.786,17.665,44.161,0
2021-12-02 12:41:00,0,,,1638429090386.5,33.7,35.619,946.023,103,-2055,366.5,1531,203,555.5,0,79.077,73.201,80.428,80.698,509.252,581.004,584.097,584.668,584.841,0.581,0.016,0.056,-0.128,33024,33664,30720,76.771,72.643,79.892,0,0,4064.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638429091384,17.462,78.367,3.45,254.19,6.021,222.822,0.254,0.632,13.398,152.3,21.825,54.563,18.978,47.446,0
2021-12-02 12:42:00,0,,,1638429151679.5,33.665,35.866,946.198,112.5,-2252,351,1485,180,554.5,0,74.196,68.151,75.919,76.264,472.765,540.281,543.765,544.419,544.597,0.606,-0.008,-0.04,-0.008,32640,64896,32640,72.596,68.244,78.007,0,0,4066.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638429152611.5,17.461,78.367,2.8,242.036,5.288,239.32,0.242,0.585,12.78,152.8,20.478,51.195,17.807,44.518,0
2021-12-02 12:43:00,0,,,1638429213847.5,33.755,35.928,946.212,115.5,-2298.5,379,1559.5,258.5,569.5,0,76.256,70.232,77.866,78.187,487.685,557.007,560.382,561.012,561.189,0.589,0.008,0.008,-0.08,32896,32896,64256,71.016,69.187,76.992,0,0,4055.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638429214746.5,17.461,78.367,2.85,264.474,7.801,244.481,0.264,0.702,14.146,152.95,21.047,52.617,18.301,45.754,0
2021-12-02 12:44:00,0,,,1638429275807,33.9,35.695,946.095,119,-2368.5,365.5,1526,251.5,572.5,0,79.111,73.763,80.009,80.189,514.515,586.106,588.622,589.075,589.233,0.577,-0.008,-0.024,0.024,32640,65152,384,74.31,69.963,79.641,0,0,4072.5,92,30,30,30,30,30,30,30,30,120,30,30,1,1,1638429276836,17.461,78.367,2,253.372,7.575,250.491,0.253,0.697,14.073,153.15,21.835,54.587,18.987,47.467,0
2021-12-02 12:45:00,0,,,1638429337915,34.07,35.892,946.013,110,-2195.5,378,1562.5,285.5,579,0,78.838,73.766,79.512,79.647,515.188,586.438,588.663,589.057,589.207,0.573,-0.032,0.032,-0.048,65024,512,64768,72.275,70.31,75.395,0,0,4066.5,91,30,30,30,30,30,30,30,30,120,30,30,1,1,1638429339068,17.46,78.367,1.05,263.495,8.666,234.784,0.263,0.746,14.637,152.7,21.759,54.398,18.921,47.303,0
