Date Time,temperature,humidity,CO_1,CO_2,CO_3,CO_4,CO_5,CO_6,CO_7,CO_8
2022-02-12 17:25:36,27.84,36.1,0,2,20,9,17,161,-2,-19
2022-02-12 17:25:48,27.85,36.1,1,1,19,5,17,202,-4,-19
2022-02-12 17:25:57,27.85,36.1,-2,0,19,-4,17,133,1,-19
2022-02-12 17:26:10,27.84,36.14,0,0,20,5,18,202,-3,-19
2022-02-12 17:26:18,27.84,36.11,-2,1,20,-9,17,-28,2,-19
2022-02-12 17:26:46,27.83,36.14,0,2,19,7,16,-139,4,-20
2022-02-12 17:26:55,27.84,36.13,-2,1,20,-3,18,-34,1,-19
2022-02-12 17:27:12,27.83,36.12,-1,0,20,-9,18,-67,3,-19
2022-02-12 17:27:26,27.92,36.11,1,0,21,3,17,618,-3,-20
2022-02-12 17:27:37,27.85,36.11,1,0,20,14,17,-259,3,-20
2022-02-12 17:27:55,27.33,36.08,-1,0,22,-1,18,-163,3,-20
2022-02-12 17:28:07,27.87,36.08,0,1,22,3,18,203,-4,-21
2022-02-12 17:28:16,27.85,36.09,-2,2,22,2,18,-291,4,-21
2022-02-12 17:28:24,27.85,36.06,0,2,21,-6,17,-195,4,-20
2022-02-12 17:28:34,27.85,36.11,1,-2,21,6,18,58,-1,-21
2022-02-12 17:28:48,27.86,36.08,-1,0,22,-11,19,462,-2,-21
2022-02-12 17:28:57,27.86,36.09,-1,0,22,-11,19,105,-1,-21
2022-02-12 17:29:09,27.85,36.09,0,2,22,5,16,-93,3,-21
2022-02-12 17:29:35,27.85,36.11,0,2,21,7,17,-119,3,-20
2022-02-12 17:29:44,27.87,36.07,1,2,21,7,18,-91,1,-21
2022-02-12 17:29:57,27.85,36.09,-1,-1,21,0,19,259,-4,-21
2022-02-12 17:30:06,27.85,36.09,1,2,21,7,17,-59,3,-21
2022-02-12 17:30:14,27.84,36.06,1,-1,22,-6,20,970,-4,-21
2022-02-12 17:30:45,27.85,36,0,2,22,4,17,-195,3,-21
2022-02-12 17:31:01,27.87,36.03,-2,0,22,-9,19,385,1,-22
2022-02-12 17:31:19,27.89,36,-2,0,22,6,19,467,-2,-22
2022-02-12 17:31:32,27.89,36.01,-1,0,23,-6,20,381,1,-21
2022-02-12 17:32:03,27.88,36.01,1,0,22,-6,19,19,1,-23
2022-02-12 17:32:11,27.87,36.03,-1,2,23,-2,19,-69,3,-22
2022-02-12 17:32:20,27.87,36.02,-2,-1,23,-9,20,225,-2,-22
2022-02-12 17:32:30,27.87,36.01,2,0,24,-1,18,-289,3,-22
2022-02-12 17:32:43,27.88,36.01,-2,2,23,-5,20,165,-1,-23
2022-02-12 17:32:52,27.87,36.07,3,2,22,10,17,-62,3,-23
2022-02-12 17:33:06,27.73,35.97,0,-1,23,-7,20,348,-3,-22
2022-02-12 17:33:15,27.58,36.02,-1,-1,23,-4,20,297,-4,-23
2022-02-12 17:33:28,27.87,35.98,-1,-1,22,-12,20,224,-2,-23
2022-02-12 17:33:46,27.87,36,1,2,23,1,19,-183,2,-23
2022-02-12 17:33:55,27.88,35.99,0,-1,24,-6,20,267,-3,-23
2022-02-12 17:34:05,27.86,36,0,2,24,2,20,-219,2,-23
2022-02-12 17:34:16,27.87,35.97,-1,4,23,-1,20,-172,4,-22
2022-02-12 17:34:25,27.86,36,-2,1,24,-8,20,-123,3,-22
2022-02-12 17:34:34,27.86,36,0,1,23,9,20,38,-1,-23
2022-02-12 17:34:43,27.87,36,3,0,23,4,17,-13,0,-23
2022-02-12 17:34:55,27.86,36,2,3,23,7,20,-62,3,-22
2022-02-12 17:35:03,27.86,36.03,-1,1,23,6,18,-155,5,-23
2022-02-12 17:35:13,27.86,36.03,-2,-1,23,4,20,221,-2,-23
2022-02-12 17:35:24,27.87,35.96,0,0,24,1,18,-173,3,-23
2022-02-12 17:35:32,27.87,36,-2,0,24,2,19,-81,4,-23
2022-02-12 17:35:46,27.85,36,0,-2,24,-2,20,379,-4,-23
2022-02-12 17:35:57,27.87,35.98,0,2,23,1,18,-83,2,-23
2022-02-12 17:36:06,27.88,35.98,2,1,24,4,20,20,0,-23
2022-02-12 17:36:14,27.88,35.97,1,1,23,0,19,-67,2,-24
2022-02-12 17:36:23,27.89,35.98,0,0,25,-2,19,-290,4,-23
2022-02-12 17:36:31,27.88,36.03,0,-3,25,-12,21,138,0,-23
2022-02-12 17:36:40,27.66,36.02,-1,1,24,1,20,-241,2,-23
2022-02-12 17:36:51,27.89,36,1,1,24,5,20,-58,3,-24
2022-02-12 17:36:59,27.89,35.99,4,1,24,7,19,-92,3,-24
2022-02-12 17:37:08,27.87,36,-1,1,25,0,20,-239,2,-24
2022-02-12 17:37:18,27.89,35.99,-2,-1,25,-5,22,223,-3,-24
2022-02-12 17:37:27,27.88,35.98,-1,2,25,3,20,-148,3,-24
2022-02-12 17:37:36,27.87,35.94,0,2,24,6,20,-138,4,-25
2022-02-12 17:37:44,27.88,35.98,-2,0,25,-1,22,209,-1,-25
2022-02-12 17:37:53,27.87,35.97,3,0,26,-2,22,409,-3,-24
2022-02-12 17:38:01,27.88,35.97,-2,0,25,-7,22,206,-2,-24
2022-02-12 17:38:09,27.91,35.92,0,1,26,-1,21,335,-3,-24
2022-02-12 17:38:17,27.89,35.92,1,-1,24,-10,21,277,-4,-24
2022-02-12 17:38:31,27.89,35.97,1,1,25,9,20,2,-1,-24
2022-02-12 17:38:44,27.88,35.89,-1,-1,25,-1,20,-293,2,-23
2022-02-12 17:38:53,27.73,35.94,0,0,25,-1,21,339,-4,-24
2022-02-12 17:39:01,27.88,35.95,-2,0,26,-3,20,-37,2,-23
2022-02-12 17:39:10,27.87,35.93,0,1,24,1,19,-118,3,-23
2022-02-12 17:39:39,27.65,35.97,1,2,23,1,19,-60,3,-23
2022-02-12 17:39:47,27.88,36.01,-1,0,25,-2,21,225,0,0
2022-02-12 17:39:57,27.88,35.98,0,1,25,-1,20,-153,3,-24
2022-02-12 17:40:05,27.89,35.96,0,0,26,3,22,284,-3,-24
2022-02-12 17:40:14,27.89,35.97,0,2,25,-8,20,-142,3,-26
2022-02-12 17:40:23,27.9,35.95,-1,-1,26,-9,23,65,1,-26
2022-02-12 17:40:32,27.9,35.94,0,0,26,8,23,319,-3,-27
2022-02-12 17:40:40,27.91,35.93,0,-1,26,5,22,6,0,-26
2022-02-12 17:40:48,27.91,35.92,-1,-1,28,-10,23,263,-2,-26
2022-02-12 17:41:02,27.74,35.91,1,1,28,6,22,-431,5,-26
2022-02-12 17:41:14,27.9,35.98,1,-1,29,-1,23,380,-4,-27
2022-02-12 17:41:23,27.89,35.93,1,1,28,12,22,12,1,-28
2022-02-12 17:41:33,27.9,35.95,0,2,28,2,23,14,0,-28
2022-02-12 17:41:42,27.91,35.94,-2,2,29,-7,25,-77,2,-28
2022-02-12 17:41:53,27.89,35.94,0,2,29,6,23,24,-1,-28
2022-02-12 17:42:05,27.9,35.89,3,2,28,3,22,-104,3,-27
2022-02-12 17:42:14,27.89,35.96,3,0,29,3,23,378,-4,-27
2022-02-12 17:42:23,27.89,35.93,-1,-2,28,-7,23,236,-1,-26
2022-02-12 17:42:31,27.89,35.88,1,1,27,11,21,-64,0,-27
2022-02-12 17:42:43,27.9,35.99,2,2,28,4,21,-73,-1,-27
2022-02-12 17:42:52,27.89,35.98,0,1,28,-3,24,36,-1,-27
2022-02-12 17:43:00,27.89,36,-2,1,29,-2,25,-31,2,-28
2022-02-12 17:43:09,27.89,36.04,-2,-1,30,-7,24,215,-3,-28
2022-02-12 17:43:17,27.9,35.97,2,1,29,2,22,-145,3,-28
2022-02-12 17:43:25,27.89,35.96,3,1,29,-1,22,6,-1,-28
2022-02-12 17:43:34,27.93,35.93,-1,2,28,8,24,-60,3,-28
2022-02-12 17:43:43,27.93,35.93,0,1,29,7,23,-64,3,-29
2022-02-12 17:43:52,27.92,35.95,-1,2,29,3,23,-145,3,-29
2022-02-12 17:44:02,27.92,35.95,1,-1,31,1,24,342,-2,-29
2022-02-12 17:44:10,27.92,36,-1,-1,29,-8,24,187,-3,-29
2022-02-12 17:44:20,27.91,35.9,-1,1,31,-1,23,-231,2,-29
2022-02-12 17:44:29,27.65,35.93,-2,0,29,-3,24,342,-4,-28
2022-02-12 17:44:38,27.92,35.92,-2,1,31,-12,24,-78,3,-28
2022-02-12 17:44:47,27.94,35.92,-1,0,29,-11,24,178,0,-28
2022-02-12 17:44:55,27.94,35.95,-2,0,30,-16,24,64,1,-28
2022-02-12 17:45:03,27.69,35.88,-1,0,29,-7,25,117,0,-28
2022-02-12 17:45:12,27.94,35.88,0,-2,29,0,24,269,-3,-28
2022-02-12 17:45:20,27.92,35.86,-1,0,29,-5,24,266,-3,-27
2022-02-12 17:45:36,27.92,35.87,1,3,28,5,21,-139,3,-27
2022-02-12 17:45:46,27.92,35.93,1,0,29,2,24,380,-2,-27
2022-02-12 17:45:55,27.91,35.92,4,1,28,4,23,-61,3,-27
2022-02-12 17:46:05,27.91,35.92,1,0,30,-1,25,119,-1,-28
2022-02-12 17:46:16,27.9,35.94,1,2,30,1,23,-246,3,-28
2022-02-12 17:46:31,27.9,35.96,2,1,31,-7,24,-125,4,-29
2022-02-12 17:46:40,27.92,35.93,1,1,31,-3,23,-219,4,-29
2022-02-12 17:46:52,27.9,35.92,-1,-1,30,-5,25,304,-3,-29
2022-02-12 17:47:00,27.91,35.85,-2,0,30,2,24,22,1,-29
2022-02-12 17:47:26,27.91,35.87,-2,1,30,1,24,-125,4,-27
2022-02-12 17:47:38,27.91,35.88,-1,0,30,-2,24,746,-2,-27
2022-02-12 17:48:04,27.92,35.83,0,1,27,14,22,-61,3,-26
2022-02-12 17:48:16,27.91,35.9,3,1,28,3,23,160,-3,-27
2022-02-12 17:48:25,27.93,35.9,4,0,28,7,22,16,-2,-28
2022-02-12 17:48:34,27.91,35.93,-1,-1,28,-4,23,245,-3,-27
2022-02-12 17:48:42,27.92,35.92,0,2,29,0,23,-138,3,-27
2022-02-12 17:48:53,28,35.85,-1,0,30,-2,23,221,-3,-27
2022-02-12 17:49:28,27.91,35.89,-1,-1,30,-3,25,193,-1,-28
2022-02-12 17:49:48,27.91,35.89,-1,-2,30,-6,25,269,-4,-29
2022-02-12 17:50:06,27.91,35.94,-2,-1,30,-3,24,140,-1,-28
2022-02-12 17:50:25,27.91,35.92,1,0,29,2,23,23,-2,-28
2022-02-12 17:50:32,27.91,35.88,0,1,29,18,23,-88,1,-29
2022-02-12 17:50:40,27.92,35.83,0,0,29,3,23,-27,0,-28
2022-02-12 17:50:52,27.92,35.81,3,0,29,-3,23,369,-5,-27
2022-02-12 17:51:01,27.91,35.83,1,1,28,3,22,-77,2,-27
2022-02-12 17:51:09,27.91,35.83,0,-1,29,-3,24,342,-4,-27
2022-02-12 17:51:45,27.92,35.88,2,2,28,0,22,-97,2,-28
2022-02-12 17:51:53,27.82,35.97,0,2,29,-1,21,-140,3,-28
2022-02-12 17:52:05,27.92,36,1,2,29,5,22,-140,3,-28
2022-02-12 17:52:15,27.91,35.78,0,2,29,3,21,-144,2,-28
2022-02-12 17:52:29,27.92,35.88,0,2,29,6,23,-143,4,-28
2022-02-12 17:52:39,27.92,35.87,0,-1,29,4,23,300,-5,-28
2022-02-12 17:52:52,27.88,35.85,0,-1,29,-5,23,550,-4,-27
2022-02-12 17:53:06,27.91,35.84,4,1,30,12,23,532,-3,-26
2022-02-12 17:53:16,27.92,35.91,-1,0,29,4,23,805,-3,-28
2022-02-12 17:53:30,27.65,35.85,1,0,29,-2,23,38,-1,-28
2022-02-12 17:53:48,27.93,35.89,0,0,30,-9,23,319,-3,-28
2022-02-12 17:53:56,27.9,35.84,0,0,30,-3,24,409,-4,-27
2022-02-12 17:54:04,27.91,35.83,1,-1,29,1,23,335,-3,-27
2022-02-12 17:54:15,28,35.82,-1,0,28,2,21,-64,1,-27
2022-02-12 17:55:13,27.93,35.85,-1,0,29,-11,23,294,-2,-27
2022-02-12 17:55:25,27.93,35.86,-2,1,30,-4,23,-81,4,-28
2022-02-12 17:55:37,27.93,35.85,0,2,29,5,23,-157,3,-28
2022-02-12 17:55:46,27.93,35.85,2,0,29,6,24,161,-3,-27
2022-02-12 17:56:01,27.93,35.88,-2,1,29,-5,23,-81,3,-28
2022-02-12 17:56:10,27.94,35.82,-1,1,29,-1,23,-78,2,-28
2022-02-12 17:56:21,27.51,35.81,4,0,30,5,24,161,-3,-27
2022-02-12 17:56:32,27.94,35.81,-1,-1,29,-8,24,128,-1,-28
2022-02-12 17:56:44,27.93,35.81,1,0,30,7,24,326,-3,-28
2022-02-12 17:56:52,27.94,35.76,0,0,30,0,25,-79,2,-28
2022-02-12 17:57:07,27.94,35.8,-1,0,28,-5,24,-34,2,-28
2022-02-12 17:57:15,27.96,35.76,-1,0,29,-3,24,293,-3,-27
2022-02-12 17:57:23,27.95,35.75,-1,3,30,9,22,-157,3,-27
2022-02-12 17:57:33,27.95,35.77,3,0,29,-2,23,37,-3,-29
2022-02-12 17:57:42,27.95,35.8,0,0,30,1,23,342,-2,-27
2022-02-12 17:57:56,27.95,35.83,0,2,28,5,23,-60,3,-28
2022-02-12 17:58:08,27.94,35.83,1,0,29,-4,23,336,-3,-28
2022-02-12 17:58:17,27.94,35.84,1,0,29,2,23,0,-1,-28
2022-02-12 17:58:30,27.94,35.79,1,1,29,6,24,77,-2,-28
2022-02-12 17:58:38,27.94,35.88,1,2,29,8,21,-85,3,-28
2022-02-12 17:58:46,27.94,35.86,-1,1,30,0,22,-291,5,-28
2022-02-12 17:58:55,27.95,35.88,1,2,30,0,22,-190,4,-28
2022-02-12 17:59:09,27.94,35.86,2,-1,29,-7,23,214,-2,-28
2022-02-12 17:59:18,27.93,35.82,1,1,30,0,24,16,-1,-28
2022-02-12 17:59:42,27.95,35.82,0,1,30,9,22,-340,3,-28
2022-02-12 17:59:51,27.82,35.84,-3,0,29,-7,23,-36,3,-27
2022-02-12 17:59:59,27.96,35.84,2,0,29,0,22,-127,5,-28
2022-02-12 18:00:10,27.97,35.73,0,1,29,0,22,-126,5,-28
2022-02-12 18:00:19,27.93,35.72,-2,1,30,-15,23,171,-2,-28
2022-02-12 18:00:29,27.95,35.69,1,0,29,5,23,379,-3,-27
2022-02-12 18:00:37,27.94,35.69,0,1,29,-2,21,-235,4,-27
2022-02-12 18:00:47,27.95,35.66,2,2,27,3,21,-77,1,-27
2022-02-12 18:00:58,27.92,35.66,0,0,29,-4,23,-36,3,-27
2022-02-12 18:01:13,27.94,35.67,-1,2,29,-10,23,-338,2,-26
2022-02-12 18:01:24,27.94,35.75,-1,1,28,5,22,-142,4,-27
2022-02-12 18:01:33,27.98,35.67,-1,-1,28,0,23,413,-3,-28
2022-02-12 18:01:42,27.97,35.69,1,1,29,3,22,-223,2,-27
2022-02-12 18:01:52,27.95,35.59,3,-1,28,0,23,1149,-4,-27
2022-02-12 18:02:01,27.95,35.66,-1,-2,27,-7,23,221,-3,-26
2022-02-12 18:02:12,27.95,35.66,-1,-1,29,3,23,203,-4,-26
2022-02-12 18:02:22,27.54,35.68,2,1,27,1,21,-145,3,-26
2022-02-12 18:02:36,27.98,35.58,0,0,29,-1,21,-331,2,-27
2022-02-12 18:02:49,27.99,35.61,2,-1,28,-3,23,336,-6,-27
2022-02-12 18:02:58,27.98,35.66,3,-1,28,-2,23,409,-4,-27
2022-02-12 18:03:06,28.01,35.67,0,0,29,-2,23,336,-4,-26
2022-02-12 18:03:14,27.98,35.65,3,1,28,9,22,-62,1,-27
2022-02-12 18:03:22,28.02,35.58,1,-2,29,2,23,1332,-2,-26
2022-02-12 18:03:30,28.02,35.68,-1,0,29,0,23,105,-1,-27
2022-02-12 18:03:38,28,35.63,2,2,28,8,23,119,-4,-27
2022-02-12 18:03:48,27.99,35.6,0,-2,28,-8,23,306,-4,-27
2022-02-12 18:03:56,28,35.63,0,-1,29,-3,23,340,-3,-27
2022-02-12 18:04:06,27.88,35.63,-1,-2,27,-11,23,258,-3,-26
2022-02-12 18:04:19,27.99,35.71,2,1,28,-3,23,121,-4,-27
2022-02-12 18:04:29,27.98,35.69,0,1,27,7,21,-94,3,-26
2022-02-12 18:04:38,27.96,35.69,-1,0,28,0,23,-37,3,-26
2022-02-12 18:04:47,27.94,35.69,0,0,28,6,23,304,-1,-26
2022-02-12 18:04:59,27.96,35.75,-1,0,28,-1,22,-78,2,-27
2022-02-12 18:05:08,27.96,35.72,1,0,29,6,23,78,-3,-27
2022-02-12 18:05:18,27.95,35.68,2,2,28,6,22,26,0,-27
2022-02-12 18:05:28,27.96,35.73,1,-3,28,-5,23,376,-3,-26
2022-02-12 18:05:36,27.95,35.75,2,1,28,-2,23,374,-4,-4
2022-02-12 18:05:45,27.94,35.76,0,1,27,3,21,-61,3,-26
2022-02-12 18:05:55,27.94,35.76,0,0,28,4,23,202,-2,-27
2022-02-12 18:06:05,27.94,35.75,0,0,28,1,22,-137,5,-27
2022-02-12 18:06:14,27.95,35.78,0,2,28,0,23,-58,3,-27
2022-02-12 18:06:22,27.78,35.76,0,-1,28,-8,23,282,-3,-27
2022-02-12 18:06:30,27.97,35.79,1,1,27,1,21,-98,3,-28
2022-02-12 18:06:39,27.97,35.69,0,1,28,9,22,-68,2,-27
2022-02-12 18:06:52,27.98,35.69,-1,0,28,6,22,-58,0,-27
2022-02-12 18:07:09,27.97,35.66,0,2,29,-6,21,-239,3,-27
2022-02-12 18:07:45,27.99,35.64,1,3,29,3,22,-208,3,-27
2022-02-12 18:07:55,28,35.57,0,1,29,8,20,-293,3,-27
2022-02-12 18:08:06,28,35.63,0,1,27,-4,22,-95,2,-26
2022-02-12 18:08:14,28.02,35.64,1,1,28,0,22,-64,2,-27
2022-02-12 18:08:22,27.99,35.54,-2,0,29,4,23,223,-1,-27
2022-02-12 18:08:31,28,35.61,0,2,27,8,21,-54,1,-27
2022-02-12 18:08:39,27.9,35.63,2,1,28,-2,23,201,-3,-27
2022-02-12 18:08:48,27.97,35.62,0,2,29,0,22,-293,4,-27
2022-02-12 18:08:58,27.99,35.64,0,0,29,-5,22,-78,5,-26
2022-02-12 18:09:08,28,35.71,2,1,28,8,23,119,-2,-26
2022-02-12 18:09:20,28,35.61,1,0,28,-6,23,-78,4,-27
2022-02-12 18:09:30,28,35.63,0,1,28,-2,22,335,-5,-27
2022-02-12 18:09:41,27.98,35.57,2,0,28,7,23,160,-3,-27
2022-02-12 18:09:52,27.99,35.61,1,0,28,9,23,77,-2,-27
2022-02-12 18:10:01,28,35.63,0,-2,28,-1,23,307,-4,-27
2022-02-12 18:10:19,27.98,35.65,-2,-1,27,-2,23,183,-1,-26
2022-02-12 18:14:27,27.99,35.75,-2,1,28,6,21,-250,3,-26
2022-02-12 18:14:42,27.99,35.73,-1,1,28,-2,22,-324,2,-26
2022-02-12 18:14:51,27.98,35.72,-1,0,27,-3,22,184,-1,-25
2022-02-12 18:15:01,27.98,35.8,-1,0,29,-9,22,145,-1,-26
2022-02-12 18:15:14,27.98,35.67,-1,0,28,-5,21,-79,4,-25
2022-02-12 18:15:27,27.99,35.68,-1,0,28,-4,22,-80,3,-26
2022-02-12 18:15:57,26.96,35.69,-1,0,27,-12,22,409,-1,-26
2022-02-12 18:16:29,28.01,35.72,1,2,26,-1,21,-60,3,-26
2022-02-12 18:16:32,27.99,35.7,0,2,27,4,22,-94,3,-26
2022-02-12 18:16:40,27.99,35.7,3,0,28,3,22,606,-4,-26
2022-02-12 18:16:51,28,35.68,4,2,27,8,20,-64,0,-25
2022-02-12 18:17:05,28,35.72,2,0,28,-2,22,945,-4,-27
2022-02-12 18:17:31,27.99,35.67,0,-2,27,-7,21,258,-3,-26
2022-02-12 18:18:35,28.01,35.69,0,1,26,-5,20,-46,2,-25
2022-02-12 18:18:43,28,35.72,1,0,25,3,20,-98,3,-26
2022-02-12 18:21:20,28.02,35.5,0,2,25,5,20,-93,3,-25
2022-02-12 18:22:09,28.02,35.63,0,2,26,3,19,-145,3,-25
2022-02-12 18:22:46,28.03,35.62,0,0,25,-6,22,295,-4,-25
2022-02-12 18:22:56,28.02,35.7,1,0,25,1,22,365,-4,-25
2022-02-12 18:23:09,28.02,35.73,-1,-2,25,-4,22,295,-5,-25
2022-02-12 18:24:11,28,35.53,-1,0,26,-10,21,-123,4,-24
2022-02-12 18:25:57,28.04,35.46,-1,-2,25,0,20,255,-3,-25
2022-02-12 18:26:06,28.02,35.62,1,0,26,-2,21,341,-5,-24
2022-02-12 18:26:14,28.05,35.61,-2,1,26,-2,20,-318,2,-24
2022-02-12 18:26:23,27.97,35.54,-2,0,25,-16,21,60,0,-24
2022-02-12 18:26:33,28.07,35.58,-2,-1,25,0,20,307,-4,-23
2022-02-12 18:26:44,28.04,35.7,1,1,25,0,20,-139,4,-24
2022-02-12 18:26:54,28.04,35.66,-1,-1,25,-9,21,295,-3,-25
2022-02-12 18:27:04,28.03,35.61,-1,1,26,-14,20,-81,4,-25
2022-02-12 18:27:12,28.04,35.58,-1,1,25,4,19,-246,3,-24
2022-02-12 18:27:21,28.04,35.57,0,2,26,6,21,-199,2,-24
2022-02-12 18:27:31,28.01,35.5,3,2,24,9,20,-11,1,-24
2022-02-12 18:27:40,28.03,35.53,-1,1,25,-11,21,223,-3,-24
2022-02-12 18:27:52,28.04,35.57,0,0,25,2,21,351,-3,-24
2022-02-12 18:28:01,28.05,35.52,3,0,25,3,20,243,-3,-23
2022-02-12 18:28:13,28.06,35.39,0,2,23,8,19,-96,3,-23
2022-02-12 18:28:21,28.05,35.34,1,0,23,11,20,-73,2,-24
2022-02-12 18:28:31,28.05,35.34,-2,-1,25,0,20,-78,2,-24
2022-02-12 18:28:39,28.04,35.33,3,1,25,0,20,343,-3,-24
2022-02-12 18:28:53,28.03,35.35,1,0,25,3,21,202,-3,-24
2022-02-12 18:29:04,28.05,35.42,1,1,24,7,19,-14,1,-24
2022-02-12 18:29:12,28.04,35.41,-1,-1,25,-2,21,263,-2,-23
2022-02-12 18:29:35,28.04,35.4,4,-1,25,5,19,230,-1,-23
2022-02-12 18:29:44,28.04,35.41,-2,1,23,-12,21,16,1,-23
2022-02-12 18:30:24,28.04,35.57,-1,0,23,-14,20,24,2,-24
2022-02-12 18:30:32,28.04,35.59,-1,-2,24,-8,20,307,-2,-23
2022-02-12 18:30:42,28.04,35.52,-2,0,25,-14,21,142,0,-23
2022-02-12 18:30:51,28,35.53,1,2,25,-4,21,203,-2,-24
2022-02-12 18:31:03,28.05,35.5,3,0,24,5,19,65,-1,-23
2022-02-12 18:31:12,28.05,35.47,-1,0,25,-2,20,262,-4,-23
2022-02-12 18:31:21,28.05,35.47,3,1,25,2,20,120,-2,-23
2022-02-12 18:31:31,28.03,35.37,2,2,24,11,19,-57,2,-23
2022-02-12 18:31:39,28.05,35.35,3,2,24,6,18,-126,6,-23
2022-02-12 18:31:51,28.13,35.35,-2,0,24,-5,21,-38,2,-23
2022-02-12 18:32:01,28.05,35.4,-1,2,24,6,20,8,0,-24
2022-02-12 18:32:09,28.06,35.34,3,1,24,6,19,-444,4,-23
2022-02-12 18:32:17,28.06,35.45,2,0,23,10,20,119,-3,-23
2022-02-12 18:32:26,28.05,35.37,2,0,24,1,20,119,-3,-23
2022-02-12 18:32:34,28.06,35.33,0,0,25,0,20,-122,2,-23
2022-02-12 18:32:45,28.05,35.32,-2,0,24,-6,19,-36,2,-23
2022-02-12 18:33:14,28.05,35.26,0,-1,23,-6,20,143,-2,-23
2022-02-12 18:33:24,28.04,35.32,0,2,23,7,18,-58,3,-23
2022-02-12 18:33:59,28.04,35.44,-1,-1,24,-14,19,295,-3,-23
2022-02-12 18:34:07,28.03,35.43,0,3,24,-1,18,-232,2,-23
2022-02-12 18:34:15,28.03,35.47,0,0,23,-4,20,302,-5,-23
2022-02-12 18:34:24,27.76,35.43,-2,-1,23,-13,20,260,-2,-23
2022-02-12 18:34:32,28.04,35.5,0,1,24,3,19,-188,4,-23
2022-02-12 18:34:41,28.04,35.48,1,-2,23,-2,20,307,-4,-23
2022-02-12 18:34:50,27.9,35.5,1,2,23,7,18,-219,1,-23
2022-02-12 18:34:59,28.04,35.49,0,1,23,8,19,-62,3,-23
2022-02-12 18:35:07,28.05,35.43,-2,-1,23,-10,20,258,-3,-23
2022-02-12 18:35:16,28.03,35.37,-1,2,24,1,18,-188,4,-23
2022-02-12 18:35:24,28.03,35.37,1,2,23,11,19,-61,2,-23
2022-02-12 18:35:33,28.04,35.39,-2,-2,24,-9,20,259,-4,-23
2022-02-12 18:35:41,27.83,35.4,3,0,24,3,20,37,-2,-23
2022-02-12 18:35:50,28.04,35.36,3,0,23,7,19,120,-2,-23
2022-02-12 18:36:46,28.03,35.54,0,1,24,4,20,203,-5,-23
2022-02-12 18:36:54,28.04,35.46,-1,-2,23,-5,20,301,-2,-23
2022-02-12 18:37:04,28.04,35.45,2,1,23,6,18,-228,6,-22
2022-02-12 18:37:16,28.11,35.41,1,2,24,1,19,-82,3,-22
2022-02-12 18:37:26,28.05,35.43,-2,0,23,1,19,-82,3,-22
2022-02-12 18:37:38,28.04,35.38,0,0,23,1,20,286,-2,-22
2022-02-12 18:37:46,28.05,35.37,-1,1,24,0,17,-336,4,-22
2022-02-12 18:37:54,28.04,35.36,0,1,23,5,18,-134,4,-22
2022-02-12 18:38:03,27.9,35.33,1,0,23,0,20,202,-4,-23
2022-02-12 18:38:15,28.03,35.37,-1,0,23,-13,19,93,0,-22
2022-02-12 18:38:24,28.04,35.44,1,1,23,8,18,-95,2,-22
2022-02-12 18:38:38,28.04,35.5,-1,0,23,-5,19,-31,1,-23
2022-02-12 18:38:49,28.05,35.52,-3,-1,23,-5,19,218,0,-22
2022-02-12 18:39:02,27.94,35.52,-1,-1,23,-8,19,160,0,-22
2022-02-12 18:39:11,27.95,35.41,-1,0,23,-7,20,181,0,-22
2022-02-12 18:39:21,28.04,35.39,-1,0,23,-10,19,-33,3,-22
2022-02-12 18:39:29,28.04,35.36,2,0,23,4,18,4,0,-23
2022-02-12 18:39:42,27.93,35.39,-2,-1,23,-6,20,225,-3,-22
2022-02-12 18:39:52,28.05,35.45,3,1,22,5,19,-85,3,-23
2022-02-12 18:40:02,28.04,35.45,0,0,22,7,18,5,1,-23
2022-02-12 18:40:59,28.04,35.46,-1,-1,23,-4,19,-37,3,-22
2022-02-12 18:41:28,28.05,35.33,1,0,23,-2,20,120,-3,-22
2022-02-12 18:42:24,28.05,35.54,-1,2,22,7,18,16,-1,-22
2022-02-12 18:45:54,28.07,35.42,0,-1,23,0,19,408,-3,-22
2022-02-12 18:46:03,27.95,35.46,-1,-2,22,-6,18,182,-1,-21
2022-02-12 18:46:12,28.06,35.48,1,0,23,1,19,373,-5,-21
2022-02-12 18:46:24,28.05,35.55,0,0,22,-9,19,-121,2,-21
2022-02-12 18:46:33,28.04,35.64,-1,-1,22,-7,19,28,1,-22
2022-02-12 18:46:42,28.06,35.67,2,2,22,1,17,-141,3,-21
2022-02-12 18:46:51,28.06,35.64,2,0,23,7,19,368,-4,-22
2022-02-12 18:47:03,28.05,35.52,-1,-1,22,7,19,501,-3,-21
2022-02-12 18:47:12,28.06,35.63,1,2,23,6,17,-129,3,-21
2022-02-12 18:47:20,28.04,35.6,2,0,22,3,19,23,-1,-22
2022-02-12 18:47:30,28.06,35.54,2,0,22,8,19,161,-3,-21
2022-02-12 18:47:40,28.06,35.53,1,3,23,2,19,202,-4,-21
2022-02-12 18:48:06,28.08,35.44,0,-2,22,-4,18,308,-3,-22
2022-02-12 18:48:14,28.07,35.48,0,0,22,-4,18,306,-4,-22
2022-02-12 18:48:23,28.07,35.44,2,2,22,6,17,-142,3,-21
2022-02-12 18:48:34,28.08,35.4,-2,-1,21,-5,18,160,0,-21
